season,date,home_team,away_team,home_win_bool,home_max_rating_Defense,home_max_rating_GK,home_max_rating_Midfield,home_max_rating_Attack,home_median_rating_Defense,home_median_rating_GK,home_median_rating_Midfield,home_median_rating_Attack,home_var_rating_Defense,home_var_rating_GK,home_var_rating_Midfield,home_var_rating_Attack,home_sum_work_rate_Defense,home_sum_work_rate_GK,home_sum_work_rate_Midfield,home_sum_work_rate_Attack,away_max_rating_Defense,away_max_rating_GK,away_max_rating_Midfield,away_max_rating_Attack,away_median_rating_Defense,away_median_rating_GK,away_median_rating_Midfield,away_median_rating_Attack,away_var_rating_Defense,away_var_rating_GK,away_var_rating_Midfield,away_var_rating_Attack,away_sum_work_rate_Defense,away_sum_work_rate_GK,away_sum_work_rate_Midfield,away_sum_work_rate_Attack,home_win_1_0,diff_max_rating_Defense,diff_max_rating_GK,diff_max_rating_Midfield,diff_max_rating_Attack,diff_median_rating_Defense,diff_median_rating_GK,diff_median_rating_Midfield,diff_median_rating_Attack,diff_var_rating_Defense,diff_var_rating_GK,diff_var_rating_Midfield,diff_var_rating_Attack,diff_sum_work_rate_Defense,diff_sum_work_rate_GK,diff_sum_work_rate_Midfield,diff_sum_work_rate_Attack,diff_median_rating_home_attack_away_defense,diff_median_rating_home_defense_away_attack,diff_max_rating_home_attack_away_gk,diff_max_rating_home_gk_away_attack
17/18,2018-03-03,Swansea City,West Ham United,TRUE,76,80,82,79,75.5,73,76,79,0.5,75.64102564102564,14.333333333333332,0,0,6,2,0,75,80,86,80,74,76,79,80,2,85.06267806267806,26.333333333333332,0,2,9,2,1,1,1,0,-4,-1,1.5,-3,-3,-1,-1.5,-9.421652421652425,-12,0,-2,-3,0,-1,5,-4.5,-1,0
17/18,2018-03-03,Tottenham Hotspur,Huddersfield Town,TRUE,81,88,84,84,80.5,77,81,84,0.5,116.1794871794872,4.333333333333334,0,2,7,2,1,73,76,68,69,70.5,66.5,67,69,12.5,56.69384057971015,0.3333333333333333,0,1,2,2,0,1,8,12,16,15,10,10.5,14,15,-12,59.48564659977705,4.000000000000001,0,1,5,0,1,13.5,11.5,8,19
17/18,2018-03-04,Manchester City,Chelsea,TRUE,82,88,81,89,81,78,81,83,2,102.99430199430199,0,14.333333333333332,1,14,0,3,84,89,81,88,82,77,81,85,8,113.29344729344731,0,3,1,9,0,3,1,-2,-1,0,1,-1,1,0,-2,-6,-10.299145299145323,0,11.333333333333332,0,5,0,0,1,-4,0,0
17/18,2018-03-05,Crystal Palace,Manchester United,FALSE,76,85,79,81,76,73,78,81,0,80.2079772079772,2.3333333333333335,0,2,4,1,0,81,90,84,90,80.5,79.5,82,90,0.5,78.79384615384615,17.333333333333332,0,2,11,2,0,0,-5,-5,-5,-9,-4.5,-6.5,-4,-9,-0.5,1.4141310541310474,-14.999999999999998,0,0,-7,-1,0,0.5,-14,-9,-5
17/18,2018-03-10,Chelsea,Crystal Palace,TRUE,84,89,81,88,82,77,81,85,8,113.29344729344731,0,3,1,9,0,3,76,85,79,81,76,73,78,81,0,80.2079772079772,2.3333333333333335,0,2,4,1,0,1,8,4,2,7,6,4,3,4,8,33.08547008547012,-2.3333333333333335,3,-1,5,-1,3,9,1,3,8
17/18,2018-03-10,Huddersfield Town,Swansea City,FALSE,73,76,68,69,70.5,66.5,67,69,12.5,56.69384057971015,0.3333333333333333,0,1,2,2,0,76,80,82,79,75.5,73,76,79,0.5,75.64102564102564,14.333333333333332,0,0,6,2,0,0,-3,-4,-14,-10,-5,-6.5,-9,-10,12,-18.947185061315487,-13.999999999999998,0,1,-4,0,0,-6.5,-8.5,-11,-3
17/18,2018-03-10,Manchester United,Liverpool,TRUE,81,90,84,90,80.5,79.5,82,90,0.5,78.79384615384615,17.333333333333332,0,2,11,2,0,81,84,81,85,81,77,81,82,0,77.02564102564104,0,9,2,7,1,3,1,0,6,3,5,-0.5,2.5,1,8,0.5,1.7682051282051106,17.333333333333332,-9,0,4,1,-3,9,-1.5,6,5
17/18,2018-03-12,Stoke City,Manchester City,FALSE,76,82,82,81,74.5,76,82,81,4.5,69.25641025641026,8.333333333333332,0,0,5,1,0,82,88,81,89,81,78,81,83,2,102.99430199430199,0,14.333333333333332,1,14,0,3,0,-6,-6,1,-8,-6.5,-2,1,-2,2.5,-33.73789173789173,8.333333333333332,-14.333333333333332,-1,-9,1,-3,0,-8.5,-7,-7
17/18,2018-03-17,Huddersfield Town,Crystal Palace,FALSE,73,76,68,69,70.5,66.5,67,69,12.5,56.69384057971015,0.3333333333333333,0,1,2,2,0,76,85,79,81,76,73,78,81,0,80.2079772079772,2.3333333333333335,0,2,4,1,0,0,-3,-9,-11,-12,-5.5,-6.5,-11,-12,12.5,-23.514136628267046,-2,0,-1,-2,1,0,-7,-10.5,-16,-5
17/18,2018-03-17,Stoke City,Everton,FALSE,76,82,82,81,74.5,76,82,81,4.5,69.25641025641026,8.333333333333332,0,0,5,1,0,83,83,81,84,82.5,76,81,84,0.5,71.64102564102565,3,0,2,5,2,0,0,-7,-1,1,-3,-8,0,1,-3,4,-2.384615384615387,5.333333333333332,0,-2,0,-1,0,-1.5,-9.5,-2,-2
17/18,2018-03-31,Crystal Palace,Liverpool,FALSE,76,85,79,81,76,73,78,81,0,80.2079772079772,2.3333333333333335,0,2,4,1,0,81,84,81,85,81,77,81,82,0,77.02564102564104,0,9,2,7,1,3,0,-5,1,-2,-4,-5,-4,-3,-1,0,3.182336182336158,2.3333333333333335,-9,0,-3,0,-3,0,-6,-3,0
17/18,2018-03-31,Everton,Manchester City,FALSE,83,83,81,84,82.5,76,81,84,0.5,71.64102564102565,3,0,2,5,2,0,82,88,81,89,81,78,81,83,2,102.99430199430199,0,14.333333333333332,1,14,0,3,0,1,-5,0,-5,1.5,-2,0,1,-1.5,-31.353276353276343,3,-14.333333333333332,1,-9,2,-3,3,-0.5,-4,-6
17/18,2018-03-31,Manchester United,Swansea City,TRUE,81,90,84,90,80.5,79.5,82,90,0.5,78.79384615384615,17.333333333333332,0,2,11,2,0,76,80,82,79,75.5,73,76,79,0.5,75.64102564102564,14.333333333333332,0,0,6,2,0,1,5,10,2,11,5,6.5,6,11,0,3.1528205128205116,3,0,2,5,0,0,14.5,1.5,10,11
17/18,2018-03-31,Newcastle United,Huddersfield Town,TRUE,74,78,76,73,72.5,73,75,73,4.5,30.824275362318847,1,0,1,7,1,0,73,76,68,69,70.5,66.5,67,69,12.5,56.69384057971015,0.3333333333333333,0,1,2,2,0,1,1,2,8,4,2,6.5,8,4,-8,-25.8695652173913,0.6666666666666667,0,0,5,-1,0,2.5,3.5,-3,9
17/18,2018-04-01,Arsenal,Stoke City,TRUE,81,88,89,83,80,79,87,83,2,94.87179487179486,6.333333333333334,0,2,4,2,0,76,82,82,81,74.5,76,82,81,4.5,69.25641025641026,8.333333333333332,0,0,5,1,0,1,5,6,7,2,5.5,3,5,2,-2.5,25.6153846153846,-1.9999999999999982,0,2,-1,1,0,8.5,-1,1,7
17/18,2018-04-01,Chelsea,Tottenham Hotspur,FALSE,84,89,81,88,82,77,81,85,8,113.29344729344731,0,3,1,9,0,3,81,88,84,84,80.5,77,81,84,0.5,116.1794871794872,4.333333333333334,0,2,7,2,1,0,3,1,-3,4,1.5,0,0,1,7.5,-2.8860398860398817,-4.333333333333334,3,-1,2,-2,2,4.5,-2,0,5
17/18,2018-04-07,Everton,Liverpool,FALSE,83,83,81,84,82.5,76,81,84,0.5,71.64102564102565,3,0,2,5,2,0,81,84,81,85,81,77,81,82,0,77.02564102564104,0,9,2,7,1,3,0,2,-1,0,-1,1.5,-1,0,2,0.5,-5.384615384615387,3,-9,0,-2,1,-3,3,0.5,0,-2
17/18,2018-04-07,Manchester City,Manchester United,FALSE,82,88,81,89,81,78,81,83,2,102.99430199430199,0,14.333333333333332,1,14,0,3,81,90,84,90,80.5,79.5,82,90,0.5,78.79384615384615,17.333333333333332,0,2,11,2,0,0,1,-2,-3,-1,0.5,-1.5,-1,-7,1.5,24.200455840455845,-17.333333333333332,14.333333333333332,-1,3,-2,3,2.5,-9,-1,-2
17/18,2018-04-07,Stoke City,Tottenham Hotspur,FALSE,76,82,82,81,74.5,76,82,81,4.5,69.25641025641026,8.333333333333332,0,0,5,1,0,81,88,84,84,80.5,77,81,84,0.5,116.1794871794872,4.333333333333334,0,2,7,2,1,0,-5,-6,-2,-3,-6,-1,1,-3,4,-46.923076923076934,3.9999999999999982,0,-2,-2,-1,-1,0.5,-9.5,-7,-2
17/18,2018-04-07,West Bromwich Albion,Swansea City,FALSE,79,80,78,80,73,67.5,76,78.5,72,85.03384615384616,8,4.5,-1,3,0,1,76,80,82,79,75.5,73,76,79,0.5,75.64102564102564,14.333333333333332,0,0,6,2,0,0,3,0,-4,1,-2.5,-5.5,0,-0.5,71.5,9.39282051282052,-6.333333333333332,4.5,-1,-3,-2,1,3,-6,0,1
17/18,2018-04-08,Chelsea,West Ham United,FALSE,84,89,81,88,82,77,81,85,8,113.29344729344731,0,3,1,9,0,3,75,80,86,80,74,76,79,80,2,85.06267806267806,26.333333333333332,0,2,9,2,1,0,9,9,-5,8,8,1,2,5,6,28.230769230769255,-26.333333333333332,3,-1,0,-2,2,11,2,8,9
17/18,2018-04-14,Swansea City,Everton,FALSE,76,80,82,79,75.5,73,76,79,0.5,75.64102564102564,14.333333333333332,0,0,6,2,0,83,83,81,84,82.5,76,81,84,0.5,71.64102564102565,3,0,2,5,2,0,0,-7,-3,1,-5,-7,-3,-5,-5,0,3.999999999999986,11.333333333333332,0,-2,1,0,0,-3.5,-8.5,-4,-4
17/18,2018-04-14,Tottenham Hotspur,Manchester City,FALSE,81,88,84,84,80.5,77,81,84,0.5,116.1794871794872,4.333333333333334,0,2,7,2,1,82,88,81,89,81,78,81,83,2,102.99430199430199,0,14.333333333333332,1,14,0,3,0,-1,0,3,-5,-0.5,-1,0,1,-1.5,13.185185185185205,4.333333333333334,-14.333333333333332,1,-7,2,-2,3,-2.5,-4,-1
17/18,2018-04-15,Manchester United,West Bromwich Albion,FALSE,81,90,84,90,80.5,79.5,82,90,0.5,78.79384615384615,17.333333333333332,0,2,11,2,0,79,80,78,80,73,67.5,76,78.5,72,85.03384615384616,8,4.5,-1,3,0,1,0,2,10,6,10,7.5,12,6,11.5,-71.5,-6.240000000000009,9.333333333333332,-4.5,3,8,2,-1,17,2,10,10
17/18,2018-04-15,Newcastle United,Arsenal,TRUE,74,78,76,73,72.5,73,75,73,4.5,30.824275362318847,1,0,1,7,1,0,81,88,89,83,80,79,87,83,2,94.87179487179486,6.333333333333334,0,2,4,2,0,1,-7,-10,-13,-10,-7.5,-6,-12,-10,2.5,-64.04751950947602,-5.333333333333334,0,-1,3,-1,0,-7,-10.5,-15,-5
17/18,2018-04-16,West Ham United,Stoke City,FALSE,75,80,86,80,74,76,79,80,2,85.06267806267806,26.333333333333332,0,2,9,2,1,76,82,82,81,74.5,76,82,81,4.5,69.25641025641026,8.333333333333332,0,0,5,1,0,0,-1,-2,4,-1,-0.5,0,-3,-1,-2.5,15.806267806267797,18,0,2,4,1,1,5.5,-7,-2,-1
17/18,2018-04-21,West Bromwich Albion,Liverpool,FALSE,79,80,78,80,73,67.5,76,78.5,72,85.03384615384616,8,4.5,-1,3,0,1,81,84,81,85,81,77,81,82,0,77.02564102564104,0,9,2,7,1,3,0,-2,-4,-3,-5,-8,-9.5,-5,-3.5,72,8.00820512820512,8,-4.5,-3,-4,-1,-2,-2.5,-9,-4,-5
17/18,2018-04-22,Arsenal,West Ham United,TRUE,81,88,89,83,80,79,87,83,2,94.87179487179486,6.333333333333334,0,2,4,2,0,75,80,86,80,74,76,79,80,2,85.06267806267806,26.333333333333332,0,2,9,2,1,1,6,8,3,3,6,3,8,3,0,9.809116809116802,-20,0,0,-5,0,-1,9,0,3,8
17/18,2018-04-22,Manchester City,Swansea City,TRUE,82,88,81,89,81,78,81,83,2,102.99430199430199,0,14.333333333333332,1,14,0,3,76,80,82,79,75.5,73,76,79,0.5,75.64102564102564,14.333333333333332,0,0,6,2,0,1,6,8,-1,10,5.5,5,5,4,1.5,27.353276353276357,-14.333333333333332,14.333333333333332,1,8,-2,3,7.5,2,9,9
17/18,2018-04-23,Everton,Newcastle United,TRUE,83,83,81,84,82.5,76,81,84,0.5,71.64102564102565,3,0,2,5,2,0,74,78,76,73,72.5,73,75,73,4.5,30.824275362318847,1,0,1,7,1,0,1,9,5,5,11,10,3,6,11,-4,40.816750278706806,2,0,1,-2,1,0,11.5,9.5,6,10
17/18,2018-04-28,Huddersfield Town,Everton,FALSE,73,76,68,69,70.5,66.5,67,69,12.5,56.69384057971015,0.3333333333333333,0,1,2,2,0,83,83,81,84,82.5,76,81,84,0.5,71.64102564102565,3,0,2,5,2,0,0,-10,-7,-13,-15,-12,-9.5,-14,-15,12,-14.947185061315501,-2.6666666666666665,0,-1,-3,0,0,-13.5,-13.5,-14,-8
17/18,2018-04-28,Liverpool,Stoke City,FALSE,81,84,81,85,81,77,81,82,0,77.02564102564104,0,9,2,7,1,3,76,82,82,81,74.5,76,82,81,4.5,69.25641025641026,8.333333333333332,0,0,5,1,0,0,5,2,-1,4,6.5,1,-1,1,-4.5,7.769230769230774,-8.333333333333332,9,2,2,0,3,7.5,0,3,3
17/18,2018-04-28,Newcastle United,West Bromwich Albion,FALSE,74,78,76,73,72.5,73,75,73,4.5,30.824275362318847,1,0,1,7,1,0,79,80,78,80,73,67.5,76,78.5,72,85.03384615384616,8,4.5,-1,3,0,1,0,-5,-2,-2,-7,-0.5,5.5,-1,-5.5,-67.5,-54.20957079152731,-7,-4.5,2,4,1,-1,0,-6,-7,-2
17/18,2018-04-28,Swansea City,Chelsea,FALSE,76,80,82,79,75.5,73,76,79,0.5,75.64102564102564,14.333333333333332,0,0,6,2,0,84,89,81,88,82,77,81,85,8,113.29344729344731,0,3,1,9,0,3,0,-8,-9,1,-9,-6.5,-4,-5,-6,-7.5,-37.65242165242168,14.333333333333332,-3,-1,-3,2,-3,-3,-9.5,-10,-8
17/18,2018-04-29,Manchester United,Arsenal,TRUE,81,90,84,90,80.5,79.5,82,90,0.5,78.79384615384615,17.333333333333332,0,2,11,2,0,81,88,89,83,80,79,87,83,2,94.87179487179486,6.333333333333334,0,2,4,2,0,1,0,2,-5,7,0.5,0.5,-5,7,-1.5,-16.077948717948715,10.999999999999998,0,0,7,0,0,10,-2.5,2,7
17/18,2018-04-29,West Ham United,Manchester City,FALSE,75,80,86,80,74,76,79,80,2,85.06267806267806,26.333333333333332,0,2,9,2,1,82,88,81,89,81,78,81,83,2,102.99430199430199,0,14.333333333333332,1,14,0,3,0,-7,-8,5,-9,-7,-2,-2,-3,0,-17.931623931623932,26.333333333333332,-14.333333333333332,1,-5,2,-2,-1,-9,-8,-9
17/18,2018-05-05,Stoke City,Crystal Palace,FALSE,76,82,82,81,74.5,76,82,81,4.5,69.25641025641026,8.333333333333332,0,0,5,1,0,76,85,79,81,76,73,78,81,0,80.2079772079772,2.3333333333333335,0,2,4,1,0,0,0,-3,3,0,-1.5,3,4,0,4.5,-10.951566951566932,5.999999999999998,0,-2,1,0,0,5,-6.5,-4,1
17/18,2018-05-05,West Bromwich Albion,Tottenham Hotspur,TRUE,79,80,78,80,73,67.5,76,78.5,72,85.03384615384616,8,4.5,-1,3,0,1,81,88,84,84,80.5,77,81,84,0.5,116.1794871794872,4.333333333333334,0,2,7,2,1,1,-2,-8,-6,-4,-7.5,-9.5,-5,-5.5,71.5,-31.14564102564104,3.666666666666666,4.5,-3,-4,-2,0,-2,-11,-8,-4
17/18,2018-05-06,Chelsea,Liverpool,TRUE,84,89,81,88,82,77,81,85,8,113.29344729344731,0,3,1,9,0,3,81,84,81,85,81,77,81,82,0,77.02564102564104,0,9,2,7,1,3,1,3,5,0,3,1,0,0,3,8,36.26780626780628,0,-6,-1,2,-1,0,4,0,4,4
17/18,2018-05-06,Manchester City,Huddersfield Town,FALSE,82,88,81,89,81,78,81,83,2,102.99430199430199,0,14.333333333333332,1,14,0,3,73,76,68,69,70.5,66.5,67,69,12.5,56.69384057971015,0.3333333333333333,0,1,2,2,0,0,9,12,13,20,10.5,11.5,14,14,-10.5,46.300461414591844,-0.3333333333333333,14.333333333333332,0,12,-2,3,12.5,12,13,19
17/18,2018-05-09,Chelsea,Huddersfield Town,FALSE,84,89,81,88,82,77,81,85,8,113.29344729344731,0,3,1,9,0,3,73,76,68,69,70.5,66.5,67,69,12.5,56.69384057971015,0.3333333333333333,0,1,2,2,0,0,11,13,13,19,11.5,10.5,14,16,-4.5,56.59960671373717,-0.3333333333333333,3,0,7,-2,3,14.5,13,12,20
17/18,2018-05-09,Tottenham Hotspur,Newcastle United,TRUE,81,88,84,84,80.5,77,81,84,0.5,116.1794871794872,4.333333333333334,0,2,7,2,1,74,78,76,73,72.5,73,75,73,4.5,30.824275362318847,1,0,1,7,1,0,1,7,10,8,11,8,4,6,11,-4,85.35521181716835,3.333333333333334,0,1,0,1,1,11.5,7.5,6,15
17/18,2018-05-10,West Ham United,Manchester United,FALSE,75,80,86,80,74,76,79,80,2,85.06267806267806,26.333333333333332,0,2,9,2,1,81,90,84,90,80.5,79.5,82,90,0.5,78.79384615384615,17.333333333333332,0,2,11,2,0,0,-6,-10,2,-10,-6.5,-3.5,-3,-10,1.5,6.268831908831913,9,0,0,-2,0,1,-0.5,-16,-10,-10
17/18,2018-05-13,Crystal Palace,West Bromwich Albion,TRUE,76,85,79,81,76,73,78,81,0,80.2079772079772,2.3333333333333335,0,2,4,1,0,79,80,78,80,73,67.5,76,78.5,72,85.03384615384616,8,4.5,-1,3,0,1,1,-3,5,1,1,3,5.5,2,2.5,-72,-4.825868945868962,-5.666666666666666,-4.5,3,1,1,-1,8,-2.5,1,5
17/18,2018-05-13,Huddersfield Town,Arsenal,FALSE,73,76,68,69,70.5,66.5,67,69,12.5,56.69384057971015,0.3333333333333333,0,1,2,2,0,81,88,89,83,80,79,87,83,2,94.87179487179486,6.333333333333334,0,2,4,2,0,0,-8,-12,-21,-14,-9.5,-12.5,-20,-14,10.5,-38.17795429208471,-6.000000000000001,0,-1,-2,0,0,-11,-12.5,-19,-7
17/18,2018-05-13,Newcastle United,Chelsea,TRUE,74,78,76,73,72.5,73,75,73,4.5,30.824275362318847,1,0,1,7,1,0,84,89,81,88,82,77,81,85,8,113.29344729344731,0,3,1,9,0,3,1,-10,-11,-5,-15,-9.5,-4,-6,-12,-3.5,-82.46917193112847,1,-3,0,-2,1,-3,-9,-12.5,-16,-10
17/18,2018-05-13,Swansea City,Stoke City,FALSE,76,80,82,79,75.5,73,76,79,0.5,75.64102564102564,14.333333333333332,0,0,6,2,0,76,82,82,81,74.5,76,82,81,4.5,69.25641025641026,8.333333333333332,0,0,5,1,0,0,0,-2,0,-2,1,-3,-6,-2,-4,6.384615384615373,6,0,0,1,1,0,4.5,-5.5,-3,-1
17/18,2018-05-13,West Ham United,Everton,TRUE,75,80,86,80,74,76,79,80,2,85.06267806267806,26.333333333333332,0,2,9,2,1,83,83,81,84,82.5,76,81,84,0.5,71.64102564102565,3,0,2,5,2,0,1,-8,-3,5,-4,-8.5,0,-2,-4,1.5,13.42165242165241,23.333333333333332,0,0,4,0,1,-2.5,-10,-3,-4
18/19,2018-08-11,Fulham,Crystal Palace,FALSE,69,77,73,74,68,69.5,73,74,2,54.17210144927537,0,16.333333333333332,2,8,0,2,78,81,81,81,75,72,75,81,3,74.5071225071225,72,0,0,7,1,0,0,-9,-4,-8,-7,-7,-2.5,-2,-7,-1,-20.335021057847136,-72,16.333333333333332,2,1,-1,2,-1,-13,-7,-4
18/19,2018-08-11,Newcastle United,Tottenham Hotspur,FALSE,76,79,75,75,73.5,72,75,74.5,12.5,40.84615384615385,0,0.5,2,6,1,1,81,88,87,86,79.5,77,84,86,4.5,135.86609686609688,6.333333333333334,0,1,6,3,1,0,-5,-9,-12,-11,-6,-5,-9,-11.5,8,-95.01994301994304,-6.333333333333334,0.5,1,0,-2,0,-5,-12.5,-13,-7
18/19,2018-08-12,Liverpool,West Ham United,TRUE,82,86,82,84,79,76,82,83,18,50.24216524216524,0,0.3333333333333333,2,12,1,3,79,82,82,82,77.5,73,81,82,4.5,79.55840455840455,1,0,2,11,1,0,1,3,4,0,2,1.5,3,1,1,13.5,-29.316239316239304,-1,0.3333333333333333,0,1,0,3,5.5,-3,2,4
18/19,2018-08-12,Southampton,Burnley,FALSE,80,83,80,79,79.5,71,77,79,0.5,57.39601139601139,3,0,2,7,2,1,76,81,76,76,75.5,72,75,76,0.5,87.02564102564101,2.3333333333333335,0,2,5,2,1,0,4,2,4,3,4,-1,2,3,0,-29.62962962962962,0.6666666666666665,0,0,2,0,0,3.5,3.5,-2,7
18/19,2018-08-18,Cardiff City,Newcastle United,FALSE,69,72,72,71,69,68,69,71,0,36.579710144927546,9,0,0,9,2,0,76,79,75,75,73.5,72,75,74.5,12.5,40.84615384615385,0,0.5,2,6,1,1,0,-7,-7,-3,-4,-4.5,-4,-6,-3.5,-12.5,-4.266443701226301,9,-0.5,-2,3,1,-1,-2.5,-5.5,-8,-3
18/19,2018-08-18,Tottenham Hotspur,Fulham,TRUE,81,88,87,86,79.5,77,84,86,4.5,135.86609686609688,6.333333333333334,0,1,6,3,1,69,77,73,74,68,69.5,73,74,2,54.17210144927537,0,16.333333333333332,2,8,0,2,1,12,11,14,12,11.5,7.5,11,12,2.5,81.69399541682151,6.333333333333334,-16.333333333333332,-1,-2,3,-1,18,5.5,9,14
18/19,2018-08-19,Burnley,Watford,FALSE,76,81,76,76,75.5,72,75,76,0.5,87.02564102564101,2.3333333333333335,0,2,5,2,1,78,82,77,77,77.5,75,76,77,0.5,31.678062678062677,4.333333333333334,0,1,6,2,1,0,-2,-1,-1,-1,-2,-3,-1,-1,0,55.347578347578335,-2.0000000000000004,0,1,-1,0,0,-1.5,-1.5,-6,4
18/19,2018-08-20,Crystal Palace,Liverpool,FALSE,78,81,81,81,75,72,75,81,3,74.5071225071225,72,0,0,7,1,0,82,86,82,84,79,76,82,83,18,50.24216524216524,0,0.3333333333333333,2,12,1,3,0,-4,-5,-1,-3,-4,-4,-7,-2,-15,24.26495726495726,72,-0.3333333333333333,-2,-5,0,-3,2,-8,-5,-3
18/19,2018-08-25,Huddersfield Town,Cardiff City,FALSE,73,77,74,76,72.5,68,72,76,0.5,68.33618233618235,2.3333333333333335,0,0,3,1,1,69,72,72,71,69,68,69,71,0,36.579710144927546,9,0,0,9,2,0,0,4,5,2,5,3.5,0,3,5,0.5,31.7564721912548,-6.666666666666666,0,0,-6,-1,1,7,1.5,4,6
18/19,2018-08-26,Fulham,Burnley,TRUE,69,77,73,74,68,69.5,73,74,2,54.17210144927537,0,16.333333333333332,2,8,0,2,76,81,76,76,75.5,72,75,76,0.5,87.02564102564101,2.3333333333333335,0,2,5,2,1,1,-7,-4,-3,-2,-7.5,-2.5,-2,-2,1.5,-32.85353957636564,-2.3333333333333335,16.333333333333332,0,3,-2,1,-1.5,-8,-7,1
18/19,2018-08-26,Watford,Crystal Palace,TRUE,78,82,77,77,77.5,75,76,77,0.5,31.678062678062677,4.333333333333334,0,1,6,2,1,78,81,81,81,75,72,75,81,3,74.5071225071225,72,0,0,7,1,0,1,0,1,-4,-4,2.5,3,1,-4,-2.5,-42.82905982905983,-67.66666666666667,0,1,-1,1,1,2,-3.5,-4,1
18/19,2018-08-27,Manchester United,Tottenham Hotspur,FALSE,83,90,85,86,81.5,79,84,86,4.5,70.02849002849004,7,0,2,4,2,0,81,88,87,86,79.5,77,84,86,4.5,135.86609686609688,6.333333333333334,0,1,6,3,1,0,2,2,-2,0,2,2,0,0,0,-65.83760683760684,0.6666666666666661,0,1,-2,-1,-1,6.5,-4.5,-2,4
18/19,2018-09-01,Crystal Palace,Southampton,FALSE,78,81,81,81,75,72,75,81,3,74.5071225071225,72,0,0,7,1,0,80,83,80,79,79.5,71,77,79,0.5,57.39601139601139,3,0,2,7,2,1,0,-2,-2,1,2,-4.5,1,-2,2,2.5,17.111111111111114,69,0,-2,0,-1,-1,1.5,-4,-2,2
18/19,2018-09-02,Burnley,Manchester United,FALSE,76,81,76,76,75.5,72,75,76,0.5,87.02564102564101,2.3333333333333335,0,2,5,2,1,83,90,85,86,81.5,79,84,86,4.5,70.02849002849004,7,0,2,4,2,0,0,-7,-9,-9,-10,-6,-7,-9,-10,-4,16.997150997150968,-4.666666666666666,0,0,1,0,1,-5.5,-10.5,-14,-5
18/19,2018-09-02,Watford,Tottenham Hotspur,TRUE,78,82,77,77,77.5,75,76,77,0.5,31.678062678062677,4.333333333333334,0,1,6,2,1,81,88,87,86,79.5,77,84,86,4.5,135.86609686609688,6.333333333333334,0,1,6,3,1,1,-3,-6,-10,-9,-2,-2,-8,-9,-4,-104.18803418803421,-2,0,0,0,-1,0,-2.5,-8.5,-11,-4
18/19,2018-09-15,Huddersfield Town,Crystal Palace,FALSE,73,77,74,76,72.5,68,72,76,0.5,68.33618233618235,2.3333333333333335,0,0,3,1,1,78,81,81,81,75,72,75,81,3,74.5071225071225,72,0,0,7,1,0,0,-5,-4,-7,-5,-2.5,-4,-3,-5,-2.5,-6.170940170940156,-69.66666666666667,0,0,-4,0,1,1,-8.5,-5,-4
18/19,2018-09-15,Tottenham Hotspur,Liverpool,FALSE,81,88,87,86,79.5,77,84,86,4.5,135.86609686609688,6.333333333333334,0,1,6,3,1,82,86,82,84,79,76,82,83,18,50.24216524216524,0,0.3333333333333333,2,12,1,3,0,-1,2,5,2,0.5,1,2,3,-13.5,85.62393162393164,6.333333333333334,-0.3333333333333333,-1,-6,2,-2,7,-3.5,0,4
18/19,2018-09-15,Watford,Manchester United,FALSE,78,82,77,77,77.5,75,76,77,0.5,31.678062678062677,4.333333333333334,0,1,6,2,1,83,90,85,86,81.5,79,84,86,4.5,70.02849002849004,7,0,2,4,2,0,0,-5,-8,-8,-9,-4,-4,-8,-9,-4,-38.35042735042737,-2.666666666666666,0,-1,2,0,1,-4.5,-8.5,-13,-4
18/19,2018-09-22,Crystal Palace,Newcastle United,FALSE,78,81,81,81,75,72,75,81,3,74.5071225071225,72,0,0,7,1,0,76,79,75,75,73.5,72,75,74.5,12.5,40.84615384615385,0,0.5,2,6,1,1,0,2,2,6,6,1.5,0,0,6.5,-9.5,33.660968660968656,72,-0.5,-2,1,0,-1,7.5,0.5,2,6
18/19,2018-09-22,Fulham,Watford,FALSE,69,77,73,74,68,69.5,73,74,2,54.17210144927537,0,16.333333333333332,2,8,0,2,78,82,77,77,77.5,75,76,77,0.5,31.678062678062677,4.333333333333334,0,1,6,2,1,0,-9,-5,-4,-3,-9.5,-5.5,-3,-3,1.5,22.49403877121269,-4.333333333333334,16.333333333333332,1,2,-2,1,-3.5,-9,-8,0
18/19,2018-09-22,Liverpool,Southampton,TRUE,82,86,82,84,79,76,82,83,18,50.24216524216524,0,0.3333333333333333,2,12,1,3,80,83,80,79,79.5,71,77,79,0.5,57.39601139601139,3,0,2,7,2,1,1,2,3,2,5,-0.5,5,5,4,17.5,-7.153846153846146,-3,0.3333333333333333,0,5,-1,2,3.5,0,1,7
18/19,2018-09-29,Huddersfield Town,Tottenham Hotspur,FALSE,73,77,74,76,72.5,68,72,76,0.5,68.33618233618235,2.3333333333333335,0,0,3,1,1,81,88,87,86,79.5,77,84,86,4.5,135.86609686609688,6.333333333333334,0,1,6,3,1,0,-8,-11,-13,-10,-7,-9,-12,-10,-4,-67.52991452991454,-4,0,-1,-3,-2,0,-3.5,-13.5,-12,-9
